152	329	1
158	386	1
158	350	1
161	313	1
161	358	1
163	381	1
164	345	1
164	290	1
164	245	1
164	380	1
166	407	1
167	342	1
167	346	1
168	341	1
169	265	1
169	381	1
169	328	1
169	220	1
170	379	1
170	373	1
171	311	1
172	269	1
172	268	1
173	263	1
173	276	1
173	399	1
174	306	1
174	396	1
174	305	1
174	243	1
175	372	1
175	266	1
175	301	1
176	393	1
176	290	1
176	245	1
177	361	1
177	380	1
177	257	1
178	276	1
180	277	1
180	311	1
180	312	1
180	403	1
180	363	1
180	234	1
180	398	1
181	244	1
181	416	1
181	328	1
181	282	1
181	299	1
181	233	1
181	264	1
182	433	1
182	322	1
182	399	1
182	260	1
183	231	1
183	278	1
183	260	1
183	333	1
184	230	1
185	416	1
185	431	1
185	253	1
185	350	1
185	331	1
185	375	1
186	251	1
186	383	1
186	382	1
187	283	1
187	390	1
187	258	1
187	416	1
187	214	1
188	424	1
188	301	1
188	342	1
188	328	1
188	289	1
188	219	1
188	372	1
188	253	1
189	290	1
189	292	1
189	320	1
190	287	1
190	339	1
190	325	1
190	210	1
190	409	1
190	257	1
190	328	1
191	418	1
191	433	1
191	221	1
191	266	1
191	270	1
191	289	1
191	290	1
191	369	1
192	234	1
192	428	1
192	226	1
192	436	1
193	246	1
193	216	1
193	191	1
194	193	1
194	438	1
194	208	1
194	197	1
194	411	1
195	411	1
195	232	1
196	454	1
196	224	1
196	222	1
197	426	1
197	299	1
197	437	1
197	224	1
197	412	1
198	427	1
198	417	1
199	433	1
199	402	1
200	437	1
200	207	1
200	400	1
201	244	1
201	167	1
201	209	1
201	239	1
201	245	1
201	409	1
201	404	1
202	209	1
202	207	1
202	481	1
202	443	1
202	450	1
203	197	1
203	290	1
203	206	1
203	207	1
203	363	1
203	218	1
203	475	1
203	396	1
203	420	1
204	476	1
204	254	1
204	497	1
204	190	1
204	465	1
205	401	1
205	208	1
205	241	1
205	210	1
206	200	1
206	445	1
206	206	1
206	480	1
207	360	1
207	178	1
207	196	1
209	194	1
209	442	1
209	469	1
209	202	1
209	205	1
209	499	1
210	441	1
210	200	1
210	204	1
211	239	1
211	171	1
211	216	1
212	441	1
212	236	1
212	174	1
212	149	1
213	180	1
214	185	1
214	464	1
215	457	1
215	172	1
216	451	1
216	440	1
216	201	1
216	204	1
217	486	1
217	159	1
218	203	1
218	178	1
218	480	1
219	181	1
219	474	1
220	180	1
222	479	1
222	155	1
224	455	1
224	494	1
224	479	1
224	506	1
225	487	1
226	138	1
227	170	1
227	487	1
228	443	1
228	502	1
229	502	1
229	455	1
229	494	1
229	451	1
229	156	1
229	168	1
230	143	1
231	145	1
231	502	1
232	141	1
232	132	1
233	143	1
233	173	1
233	465	1
234	446	1
234	169	1
234	152	1
235	458	1
237	165	1
238	492	1
238	504	1
238	152	1
238	486	1
239	113	1
239	509	1
239	126	1
239	141	1
240	462	1
240	457	1
240	521	1
241	465	1
241	143	1
243	466	1
245	150	1
246	147	1
246	149	1
247	494	1
247	126	1
247	514	1
247	124	1
247	128	1
248	490	1
249	501	1
249	147	1
250	491	1
251	492	1
251	135	1
252	121	1
253	503	1
253	496	1
253	487	1
253	519	1
253	499	1
254	137	1
254	496	1
254	501	1
255	507	1
255	132	1
257	495	1
257	103	1
257	527	1
258	148	1
262	142	1
262	507	1
263	140	1
265	518	1
265	123	1
265	524	1
266	479	1
266	530	1
267	531	1
267	528	1
268	508	1
268	505	1
269	126	1
270	517	1
270	125	1
270	113	1
270	502	1
271	122	1
272	541	1
272	528	1
272	106	1
273	551	1
273	534	1
273	487	1
274	522	1
274	498	1
275	108	1
277	132	1
277	114	1
277	525	1
279	126	1
279	530	1
279	506	1
280	532	1
281	553	1
282	549	1
282	529	1
282	543	1
283	97	1
283	108	1
283	100	1
283	543	1
284	520	1
284	81	1
284	549	1
287	122	1
288	100	1
289	538	1
289	97	1
289	528	1
290	105	1
291	127	1
292	537	1
292	535	1
