120	167	2
121	171	2
122	174	2
123	169	2
124	180	2
126	188	2
128	174	2
129	196	2
129	185	2
132	185	2
132	178	2
133	192	2
134	191	2
135	200	2
138	209	2
138	193	2
141	198	2
142	205	2
147	202	2
148	209	2
149	203	2
151	215	2
156	152	1
157	165	1
157	160	1
157	173	1
159	207	2
159	158	1
160	208	2
161	152	1
162	145	1
162	172	1
164	180	1
164	212	2
165	165	1
165	146	1
165	152	1
165	212	2
165	161	1
166	167	1
166	214	2
168	180	1
169	141	1
171	152	1
172	207	2
174	209	2
175	214	2
175	149	1
177	140	1
177	53	2
178	217	2
178	144	1
179	50	2
179	213	2
180	44	2
181	50	2
181	214	2
182	147	1
182	69	2
182	210	2
184	142	1
184	78	2
185	61	2
185	54	2
186	143	1
186	212	2
187	79	2
187	45	2
187	63	2
188	57	2
189	59	2
189	152	1
189	71	2
189	78	2
189	53	2
189	40	2
189	46	2
189	211	2
189	217	2
189	41	2
190	78	2
190	212	2
192	82	2
192	43	2
192	218	2
193	149	1
193	33	2
193	152	1
193	41	2
195	36	2
195	68	2
195	82	2
196	159	1
196	95	2
196	32	2
197	37	2
197	87	2
198	77	2
198	27	2
198	151	1
198	154	1
199	208	2
200	217	2
202	30	2
202	220	2
202	210	2
202	212	2
203	96	2
203	101	2
204	83	2
205	88	2
206	28	2
207	212	2
208	114	2
208	108	2
209	95	2
210	25	2
212	124	2
212	99	2
212	215	2
212	213	2
213	111	2
214	28	2
215	209	2
215	104	2
215	116	2
215	139	2
215	117	2
217	211	2
218	133	2
218	153	2
219	127	2
219	120	2
219	147	2
219	24	2
220	20	2
220	144	2
221	202	2
221	139	2
221	204	2
221	143	2
221	154	2
221	24	2
221	215	2
222	206	2
222	151	2
222	189	2
223	19	2
223	190	2
224	174	2
224	25	2
224	193	2
224	165	2
224	157	2
225	153	2
225	204	2
226	184	2
227	162	2
227	199	2
228	26	2
228	170	2
229	71	3
229	63	3
230	20	2
230	177	2
231	167	2
233	19	2
233	203	2
233	191	2
234	25	2
234	184	2
237	23	2
237	76	3
238	28	2
239	84	3
241	20	2
243	29	2
243	23	2
243	21	2
245	93	3
245	29	2
246	86	3
246	23	2
248	85	3
251	90	3
251	102	3
252	20	2
253	26	2
254	96	3
255	94	3
255	29	2
258	106	3
258	98	3
259	22	2
260	30	2
260	27	2
262	30	2
263	100	3
263	28	2
263	22	2
264	107	3
265	36	2
265	33	2
266	19	2
270	23	2
270	105	3
272	29	2
273	23	2
273	109	3
274	34	2
275	40	2
276	106	3
279	110	3
279	24	2
280	32	2
283	34	2
283	42	2
285	28	2
285	30	2
285	24	2
286	30	2
288	38	2
288	112	3
290	43	2
291	37	2
291	52	2
291	31	2
293	54	2
293	154	4
294	111	3
295	46	2
295	29	2
295	162	4
297	43	2
297	114	3
297	169	4
298	33	2
299	154	4
300	158	4
300	62	2
301	52	2
301	39	2
301	43	2
301	33	2
302	75	2
302	29	2
302	165	4
303	175	4
303	161	4
305	46	2
305	115	3
305	65	2
306	63	2
306	71	2
306	72	2
306	50	2
306	171	4
306	53	2
307	38	2
307	109	3
308	64	2
309	35	2
309	178	4
309	44	2
310	169	4
311	47	2
311	114	3
311	176	4
311	110	3
312	42	2
312	53	2
315	61	2
316	172	4
317	181	4
319	107	3
321	111	3
324	180	4
325	172	4
325	176	4
326	116	3
329	168	4
329	180	4
331	106	3
332	173	4
335	111	3
337	168	4
338	162	4
338	177	4
338	105	3
339	160	4
340	164	4
343	109	3
343	152	4
343	99	3
344	170	4
344	174	4
345	100	3
346	155	4
346	160	4
348	164	4
350	103	3
353	95	3
355	101	3
364	99	3
364	93	3
367	108	3
369	116	3
370	123	3
371	97	3
371	129	3
372	132	3
372	106	3
374	118	3
375	129	3
375	134	3
115	162	2
116	166	2
117	169	2
118	164	2
119	175	2
121	183	2
123	169	2
124	191	2
124	180	2
127	180	2
127	173	2
128	187	2
129	186	2
130	195	2
133	204	2
133	188	2
136	193	2
137	200	2
142	197	2
143	204	2
144	198	2
146	210	2
151	147	1
152	160	1
152	155	1
152	168	1
154	202	2
154	153	1
155	203	2
156	147	1
157	140	1
157	167	1
159	175	1
159	207	2
160	160	1
160	141	1
160	147	1
160	207	2
160	156	1
161	162	1
161	209	2
163	175	1
164	136	1
166	147	1
167	202	2
169	204	2
170	209	2
170	144	1
172	135	1
172	48	2
173	212	2
173	139	1
174	45	2
174	208	2
175	39	2
176	45	2
176	209	2
177	142	1
177	64	2
177	205	2
179	137	1
179	73	2
180	56	2
180	49	2
181	138	1
181	207	2
182	74	2
182	40	2
182	58	2
183	52	2
184	54	2
184	147	1
184	66	2
184	73	2
184	48	2
184	35	2
184	41	2
184	206	2
184	212	2
184	36	2
185	73	2
185	207	2
187	77	2
187	38	2
187	213	2
188	144	1
188	28	2
188	147	1
188	36	2
190	31	2
190	63	2
190	77	2
191	154	1
191	90	2
191	27	2
192	32	2
192	82	2
193	72	2
193	22	2
193	146	1
193	149	1
194	203	2
195	212	2
197	25	2
197	215	2
197	205	2
197	207	2
198	91	2
198	96	2
199	78	2
200	83	2
201	23	2
202	207	2
203	109	2
203	103	2
204	90	2
205	20	2
207	119	2
207	94	2
207	210	2
207	208	2
208	106	2
209	23	2
210	204	2
210	99	2
210	111	2
210	134	2
210	112	2
212	206	2
213	128	2
213	148	2
214	122	2
214	115	2
214	142	2
214	19	2
215	15	2
215	139	2
216	197	2
216	134	2
216	199	2
216	138	2
216	149	2
216	19	2
216	210	2
217	201	2
217	146	2
217	184	2
218	14	2
218	185	2
219	169	2
219	20	2
219	188	2
219	160	2
219	152	2
220	148	2
220	199	2
221	179	2
222	157	2
222	194	2
223	21	2
223	165	2
224	66	3
224	58	3
225	15	2
225	172	2
226	162	2
228	14	2
228	198	2
228	186	2
229	20	2
229	179	2
232	18	2
232	71	3
233	23	2
234	79	3
236	15	2
238	24	2
238	18	2
238	16	2
240	88	3
240	24	2
241	81	3
241	18	2
243	80	3
246	85	3
246	97	3
247	15	2
248	21	2
249	91	3
250	89	3
250	24	2
253	101	3
253	93	3
254	17	2
255	25	2
255	22	2
257	25	2
258	95	3
258	23	2
258	17	2
259	102	3
260	31	2
260	28	2
261	14	2
265	18	2
265	100	3
267	24	2
268	18	2
268	104	3
269	29	2
270	35	2
271	101	3
274	105	3
274	19	2
275	27	2
278	29	2
278	37	2
280	23	2
280	25	2
280	19	2
281	25	2
283	33	2
283	107	3
285	38	2
286	32	2
286	47	2
286	26	2
288	49	2
288	149	4
289	106	3
290	41	2
290	24	2
290	157	4
292	38	2
292	109	3
292	164	4
293	28	2
294	149	4
295	153	4
295	57	2
296	47	2
296	34	2
296	38	2
296	28	2
297	70	2
297	24	2
297	160	4
298	170	4
298	156	4
300	41	2
300	110	3
300	60	2
301	58	2
301	66	2
301	67	2
301	45	2
301	166	4
301	48	2
302	33	2
302	104	3
303	59	2
304	30	2
304	173	4
304	39	2
305	164	4
306	42	2
306	109	3
306	171	4
306	105	3
307	37	2
307	48	2
310	56	2
311	167	4
312	176	4
314	102	3
316	106	3
319	175	4
320	167	4
320	171	4
321	111	3
324	163	4
324	175	4
326	101	3
327	168	4
330	106	3
332	163	4
333	157	4
333	172	4
333	100	3
334	155	4
335	159	4
338	104	3
338	147	4
338	94	3
339	165	4
339	169	4
340	95	3
341	150	4
341	155	4
343	159	4
345	98	3
348	90	3
350	96	3
359	94	3
359	88	3
362	103	3
364	111	3
365	118	3
366	92	3
366	124	3
367	127	3
367	101	3
369	113	3
370	124	3
370	129	3
